months_to_maturity,total_relationship_value,number_of_products,satisfaction_score,number_of_complaints,months_since_last_interaction,age,tenure_months,monthly_average_balance,desertion_flag
3,72086.82335495381,2,6.317412683059846,1,2,26,35,7011.92578442764,0
6,20506.90558567552,3,5.451588707031634,1,0,42,38,6446.184156368784,0
3,19682.28190524216,5,9.574871153447386,2,6,47,38,12161.24716166182,0
10,42368.76748920314,6,5.43867529771159,1,4,37,25,9839.638322176968,0
6,72105.11372315537,3,4.35117999717904,0,2,44,23,8417.192789536723,0
23,54441.72241672444,2,5.582277419532654,0,1,41,36,4792.370573263319,0
16,30705.487696320342,2,5.0149793579657125,1,3,65,29,16044.773780862017,0
17,57845.5579017749,2,9.154455494087603,2,3,52,29,4936.522560556782,0
19,40075.684414331845,1,7.402357627661266,2,5,68,37,14027.298132445896,0
3,76414.59380672395,3,4.066845806556812,1,2,27,31,0.0,0
18,59991.75305201142,1,4.887894746434414,0,3,49,37,10846.397915672993,0
7,40541.65437643569,1,6.109460035530473,0,0,40,29,14989.58301637969,0
9,56945.563161393846,5,3.3148241978917743,2,5,46,39,16331.702594872884,0
20,89451.44178572606,1,4.784510308712248,1,1,33,25,3118.546678566423,0
12,32911.09770360867,4,7.648415128506679,1,4,26,28,8525.711264752188,0
5,62079.70944941483,2,10.0,0,1,24,33,13840.482791471368,0
3,47886.18978602013,3,3.324585466121695,0,0,56,26,16102.998893722352,0
11,62809.51051586299,3,10.0,0,3,33,21,9731.403426404571,0
4,30363.05175212809,1,7.749799034235776,1,1,45,33,6116.903210232768,0
5,53310.06299478128,4,4.73113301043357,0,0,18,33,14006.50576372778,0
1,83234.69847250402,5,10.0,1,4,31,28,10869.54152269764,0
18,21889.790562616778,3,7.836789669696025,1,2,44,33,8049.349413456772,0
12,10117.846900247549,1,8.69186132348291,0,3,32,19,14309.199795871096,0
13,11256.333065391074,3,8.650704693959604,1,2,30,29,8758.836408417386,0
9,14880.12409399433,4,9.150660918628684,0,2,50,30,14179.828728341789,0
2,67859.69863677993,4,4.49812879970822,0,4,36,42,8148.231062216093,0
5,7824.209424036038,1,8.614104568239823,0,2,43,32,12696.725047634758,0
13,41063.13965769408,2,7.106816547216478,1,0,38,30,21813.237403391227,0
16,68548.67909932123,2,8.16178802919044,0,2,51,43,6517.036255718769,0
16,62499.77181645781,2,5.649220825770496,1,1,20,33,0.0,0
3,38433.23060112545,7,5.706234644721512,2,2,56,32,8990.782147378648,0
22,55727.711952653175,2,5.841277778789509,0,1,49,39,16373.0363273515,0
4,53214.359892127046,4,8.462442739694199,1,3,47,30,10193.304246661186,0
11,43272.77133355441,3,6.83165956649198,0,2,49,38,5317.202265915052,0
23,43674.95844036259,3,5.921652048002487,2,0,25,29,21813.237403391227,0
14,117062.82304270884,3,6.325578325863392,0,2,44,22,6223.299690011779,0
3,74279.32711793903,3,9.501485827499408,0,3,46,30,9620.088420878928,0
16,120476.40845107357,2,7.988184501519673,1,1,30,23,1463.477122112461,0
22,35091.10601238496,4,7.916720507195107,0,0,50,29,10329.424933743576,0
15,47451.00209335558,2,7.532741874278681,0,2,40,33,3791.783942656551,0
10,10036.227041700578,5,9.143598714073022,0,2,59,34,17765.005361780426,0
9,25712.99593731283,4,4.884482828677392,0,5,50,38,5004.87259642832,0
11,107057.39445987504,3,8.771992001707552,1,4,50,25,10932.66112177945,0
16,34338.971304747305,2,7.152793668471007,1,3,32,27,11155.20782665756,0
10,107578.43900433378,3,5.134147597915036,0,3,62,30,11069.00427485771,0
17,12699.132179603286,4,6.961549879692444,1,1,42,40,13936.470443685976,0
19,18395.928977801694,5,6.450758763434789,0,2,37,28,13796.688453986735,0
2,39763.06336929736,4,7.682607567586679,0,3,53,26,9783.543114476868,0
23,48087.502349624665,6,8.801187173457363,0,2,32,38,3327.850209121352,0
2,77692.61877350388,3,4.740684964135506,0,3,62,24,5235.381573519009,0
6,63523.11251558798,3,10.0,1,1,74,35,9101.00780843793,0
19,37510.54227967917,4,3.638621507466509,1,0,18,26,10777.24569358899,0
8,46000.52580445681,4,5.51906326866127,2,3,67,24,5005.970277591522,0
3,40428.112406459,3,10.0,0,0,43,30,3564.9684421528427,0
14,22560.387940228105,4,4.0300568905111,0,2,26,30,21813.237403391227,0
16,23361.11190195135,5,5.816490522546861,1,1,21,33,7367.216611487933,0
1,80836.51674300228,2,5.443562498094073,2,2,18,27,9998.535706454732,0
21,1000.0,4,2.2874808575098986,0,0,24,39,14796.729697956567,0
3,98520.76092335164,4,6.779660426571464,0,4,44,28,12127.127874633878,0
22,39710.17323193304,2,7.887907460695928,1,1,28,37,6899.058915717924,0
18,26824.7418082352,5,7.881833692509496,0,1,25,32,13278.197795267271,0
9,72192.77872091808,2,5.810119597070023,0,1,28,34,16224.275000347938,0
6,94556.49752441351,2,3.033919985888588,0,0,36,27,7075.12983976161,0
23,83528.97324811872,4,5.594252442671065,0,1,32,28,15967.497540404973,0
21,65055.56148079672,2,5.181244870504788,0,0,29,32,13268.223627803778,0
1,82605.90469165507,1,7.494061021415815,0,1,56,28,8708.532611465162,0
21,1000.0,2,5.842748325672365,0,0,58,31,8326.969563612904,0
10,34345.083755355554,3,7.778019191094641,1,0,18,33,21372.09017437112,0
6,22664.89819925466,5,3.107166494705809,1,1,39,32,14571.217620812871,0
23,86739.16193645526,1,8.215110597050247,0,1,40,27,7264.869908483253,0
12,38495.6594322834,2,7.96960871023651,0,2,18,31,5921.981372920147,0
4,75362.19670346167,4,4.739444633324858,1,2,34,27,2478.8010409149683,0
13,66075.70827465913,4,5.497549125320406,1,1,35,27,4415.56339409833,0
17,24130.79191508957,1,6.286541135182487,1,4,48,31,13092.23410712133,0
8,32391.253700711462,1,9.094399600363818,2,1,30,36,12009.400317220026,0
20,88814.53072444178,2,6.34358730421255,1,4,22,30,7129.011755739184,0
3,26735.5205394676,7,7.603487804758328,0,1,62,24,11301.264953533777,0
12,53746.02830586437,4,6.928078009343686,0,2,35,25,0.0,0
7,26523.761410206647,4,8.755644352430155,0,0,33,31,14817.606993580208,0
12,40581.43439252418,5,7.270860156780722,0,2,18,29,18055.729800680627,0
2,48615.14168090085,5,4.452168961517989,1,2,34,20,13893.860087154686,0
14,26514.00469107526,4,6.417527674157164,0,1,45,27,11426.523982282228,0
22,21186.59138048355,1,8.947361224234431,0,0,37,27,13138.054719507072,0
23,58588.20010332328,4,7.594515569479824,2,1,24,32,0.0,0
5,24657.877736264712,2,4.499908124709112,0,3,34,24,12615.997493086672,0
9,25680.27332903982,4,10.0,1,3,35,29,5313.066511987545,0
21,21828.40568894088,2,5.736677682013189,0,0,38,40,16308.559889195794,0
11,47662.758610060446,4,8.809084305957523,0,2,62,36,14991.448176480988,0
5,78311.04903199524,1,9.784963536683309,1,0,51,43,14453.453242794862,0
3,95195.859089368,2,9.080412164692463,0,3,57,32,7164.138481889071,0
17,28222.45742018664,1,5.202967525355113,0,0,18,27,5412.193862772879,0
2,114509.32379993632,7,9.155106377426389,2,2,35,29,13423.734547118243,0
1,19858.85417879612,2,7.45639075078987,1,2,45,30,7064.177532523044,0
7,82506.4556998361,4,4.339782179733149,0,3,32,31,5495.89372488447,0
14,28349.106379536723,4,6.817071666498247,0,3,29,26,3139.725426525598,0
5,23872.30190389969,6,4.991508906086806,1,0,46,24,19073.719813053984,0
19,27657.31529646834,1,7.774446742250701,0,2,35,27,6588.541417818611,0
11,48426.56901052643,3,8.570110856199836,2,2,37,29,14059.38038998183,0
23,67399.16513100831,2,9.2449783831685,0,4,49,30,8148.423524025255,0
2,70096.04113714467,3,6.841278566868784,1,2,74,29,7872.643410230663,0
8,21680.449539563357,4,5.159204914539955,0,1,37,33,16185.213200938244,0
9,20310.22137466194,3,4.587422415835828,0,3,50,36,11690.967213907928,0
3,22500.83919909359,4,8.349746713941691,0,4,54,26,12360.115586863694,0
2,46659.367928434665,2,8.941496891200865,0,1,57,35,13881.959857404112,0
7,43695.33187427376,3,8.089461102504531,1,3,32,28,13862.0591052209,0
5,21494.73613790615,4,5.285885126179689,2,2,47,37,7717.610910171147,0
21,58088.11082189733,4,5.715712022563985,0,3,45,23,8442.462357696219,0
5,117877.06425005954,1,5.851035744034424,0,2,34,33,15268.891135496451,0
20,34858.53614494546,3,3.9911106597181822,0,3,36,35,19250.81746733957,0
13,36994.645363894,2,8.003954503056848,0,4,41,30,8492.647225824241,0
21,66789.84710973105,4,6.7110295619828255,0,2,25,23,20418.19157019789,0
20,33235.51124789615,2,9.859359256425748,0,1,42,33,10270.082746578595,0
6,70068.93445154547,2,5.051748388117444,0,3,42,18,9661.219547189125,0
20,28443.71879662879,3,6.704761621855476,1,1,26,41,17323.524818725164,0
18,104963.58822731904,2,4.504643710917115,0,5,34,22,6969.773373754577,0
2,60343.249177768834,3,6.235142794083957,0,1,52,28,15160.457890370151,0
6,31399.311527698654,3,8.5775686682087,0,2,22,26,15951.400779754484,0
9,32339.249015921778,3,7.111274973804159,1,2,56,28,16789.08274444742,0
3,34586.00741875895,3,5.065846833083453,0,1,55,30,7750.954224323026,0
1,91182.4899874662,3,4.001315556568002,1,3,43,32,12326.967478186234,0
1,11937.4697719615,3,6.329600873919176,0,1,50,30,16248.250835551917,0
19,29961.74988621486,1,7.41121472581747,0,2,43,33,10146.69559117852,0
5,33150.18329223722,1,8.640282272717133,0,5,25,26,12125.210621571252,0
13,49529.36099729186,2,5.506690720165388,1,4,29,19,4454.311195191959,0
19,41866.70922059617,5,5.4557739988402085,1,0,37,32,7828.123648380108,0
12,5263.165058286118,3,10.0,0,1,52,37,3899.810099604345,0
16,38005.31949213597,2,6.951806095382644,1,3,25,24,10507.480861321012,0
19,47013.47950445095,2,8.907320945292899,0,1,59,31,12196.253968876536,0
3,31157.0649476065,2,4.468742374709207,1,2,19,24,21813.237403391227,1
12,70603.26467142995,2,7.643650633806117,0,1,42,32,0.0,0
5,77582.25286260941,2,8.476553859519035,0,2,52,30,10181.211880331237,0
2,47648.39900811821,2,7.115573845102419,0,1,37,35,9061.060361857488,0
22,56916.24760552188,3,3.5188639557240804,3,4,45,32,0.0,0
7,1000.0,3,5.18425856299757,1,1,18,25,7726.213814591627,0
13,37366.91683514505,3,7.73482186602696,0,1,44,27,5112.779048297162,0
15,80144.65075273738,3,3.803710305259064,0,3,25,36,11504.577354129786,0
22,37296.90250462167,4,10.0,1,3,18,31,9247.147609599037,0
3,27882.149708241173,2,9.279462127572092,1,2,28,25,4152.896098759522,0
21,118330.66778092794,1,3.9859021663613903,1,1,68,30,10962.046238017356,0
20,104572.31570587416,1,7.525029773328472,1,5,51,18,21813.237403391227,0
5,64027.24737446472,2,7.15169071988937,0,1,55,28,7393.60061130395,0
8,84167.31834440143,5,9.177903931723558,0,1,55,25,14337.436650217354,0
22,1000.0,3,2.2874808575098986,0,1,31,38,16164.446806039326,0
1,26373.456781138804,2,7.339488871042375,0,0,49,27,9336.529512170291,0
8,35901.26380480546,1,4.595772561376232,0,3,60,26,8960.707524437144,0
18,42920.59703399162,3,7.8776568284742705,0,2,40,32,21585.20431514222,0
20,35301.67937078112,6,4.824680281171887,1,1,19,28,20510.060827092173,0
16,1000.0,2,9.738278899216636,0,1,34,31,17649.387704282923,0
18,61580.7385612568,6,7.618284043165646,1,2,39,29,6379.718640550116,0
20,66309.62384841821,2,3.395502689117658,0,1,56,35,5216.98195206417,0
12,98056.96374769944,2,2.2874808575098986,0,3,18,43,2051.614494772786,0
13,26350.722056751096,4,7.996607846418042,0,2,40,35,4424.580862083075,0
13,23895.10526660293,7,5.6102433993363245,1,4,36,21,1365.5743302543706,0
10,1000.0,2,8.147383162121102,2,5,45,34,12817.387463522353,1
7,41192.99490227341,6,5.680452226647525,0,1,40,35,3809.770325507308,0
14,77033.35343186515,2,9.40702363801557,0,2,45,29,5017.075346512847,0
16,31646.96413421842,3,9.01847322126463,0,3,39,25,4185.215903506303,0
15,114303.34455630944,5,7.8639368438585615,0,1,29,25,8392.21307023942,0
12,42302.154926314295,3,5.201533167759379,0,1,33,20,21813.237403391227,0
9,54409.76852865667,2,5.827809358480353,0,5,41,25,10976.763988138537,0
8,9106.907582552189,4,6.481947072380005,0,1,22,38,0.0,0
18,58616.61035525838,2,4.900507888641668,0,4,50,26,8217.575150120801,0
23,1000.0,2,8.32284553251079,0,2,46,32,2913.5422994594537,0
18,70810.93865039435,2,6.34841926199705,3,0,26,29,3616.700358881827,0
13,71732.84528706237,1,6.636343299609829,0,3,43,28,7054.649807250333,0
18,90778.74273009531,1,5.959486144077989,0,2,43,33,12494.900820879218,0
15,19400.93843696934,2,6.963917402548661,0,2,43,30,13325.97920694952,0
4,54816.86354892258,3,7.350956994419845,0,0,18,29,14196.76251215426,0
17,66914.49678159512,2,5.904285275720404,0,5,62,28,4856.999238081848,0
5,63268.4491499093,3,6.526780422571765,0,0,65,38,14424.465919015633,0
22,24041.021745954466,2,6.06863086614116,1,3,25,34,7253.229900365759,0
16,1000.0,2,6.073715741191525,0,2,30,27,13857.11001985826,0
9,60408.80890653443,1,7.041164103397743,0,4,57,32,10688.17627385317,0
10,45425.00965070241,3,2.2874808575098986,0,2,63,26,18632.750217160967,0
18,32999.882211156786,2,9.80515594776536,0,1,30,28,6499.784913309828,0
17,72918.36091146398,2,8.525875415638557,0,4,47,39,9361.714513746245,0
18,48652.413855367005,6,7.320959761070197,2,3,43,22,16723.10312324139,0
7,10424.148416966018,1,8.67464163691724,1,1,29,28,10242.93417980441,0
4,1000.0,4,4.286547276694479,1,2,59,29,6697.989943152016,0
5,16131.102046005042,2,3.506876525350754,1,5,29,24,9112.01774152684,0
23,120476.40845107357,2,3.2216819106702523,1,1,38,26,18824.483476548765,0
16,71683.3032179832,2,7.865531846482762,0,1,18,27,2681.4357004391804,0
3,55658.370259250354,5,7.282423686839472,0,4,32,29,8697.674100504544,0
18,44550.17218442586,3,7.719258499248654,0,2,47,32,14522.37136466351,0
23,42578.21180157693,3,8.871480212724453,0,2,65,27,9998.773876912595,0
21,85015.87950077285,3,2.2874808575098986,0,1,42,25,17891.109120699923,0
14,35282.12774289705,5,4.597373002061932,1,0,49,29,7513.004428814811,0
15,67307.61232052877,5,5.693646807594331,1,2,49,24,12029.17300901099,1
17,39547.161491252176,3,8.331172918797456,0,1,48,30,17187.163541962927,0
1,108204.69895505188,5,7.297631215364055,2,2,32,29,15568.95263256436,0
21,72268.65522734911,2,10.0,1,2,31,28,2412.418048353384,0
17,87366.70444050877,2,4.813742496484091,1,2,18,30,16389.518282305242,0
23,32467.70675935284,2,8.044617110716594,1,2,42,29,10233.869292072684,0
11,81744.08337702265,3,8.900500508193597,0,4,38,26,5970.012763439788,0
17,40622.67723815928,6,9.929427607778733,0,0,48,38,6923.451534520082,0
14,53301.04471798548,3,6.589775672987616,1,5,58,32,6239.325198655074,0
20,99051.43011858375,2,4.395469593642845,0,1,35,30,5392.223604220212,0
19,18716.748297307426,4,8.312129082139274,0,2,53,28,15986.690970305652,0
21,56097.43193916201,4,7.583588542144522,1,2,30,36,20043.84034251557,0
7,63140.157755561806,4,8.151092224755798,1,4,31,35,10359.756093173655,0
13,65600.1314240243,1,9.701071671455754,0,3,18,35,17599.307886720762,0
18,36476.46520719604,3,6.524814597695676,0,3,39,23,16096.103722540072,0
23,112587.92302424244,1,4.922832500918471,0,1,52,29,4544.050122510083,0
14,11152.043439792193,6,8.133286367569514,0,1,37,37,8926.322619660592,0
1,93766.56165897408,3,7.616158205632186,1,1,49,26,15781.902049169965,0
7,86451.96816774916,4,6.365304043281137,0,0,42,32,15611.871480015405,0
8,107026.66368811054,7,4.977626099231085,1,2,36,39,5288.227087555135,0
18,2353.1870387653908,2,7.684072481361754,1,1,52,41,3404.992487113949,0
9,23935.05536330869,4,8.71295752409346,0,1,27,31,13780.406631137754,0
1,94758.29177484922,6,3.817390547642062,1,4,45,28,6611.061953317878,0
22,1000.0,2,7.087785030677888,1,2,40,28,9992.78349358605,0
17,1806.23296878759,4,8.179932268387283,2,1,53,25,7554.171626504463,0
19,35350.76639865525,3,10.0,1,3,37,40,6897.852859182392,0
6,55759.81365866803,3,7.1336006362222495,0,2,29,28,9825.437353442465,0
3,97766.75220946324,4,10.0,1,5,46,40,12710.904065454492,0
5,44442.022552089256,2,8.676812604983162,0,1,53,34,21200.63016053223,0
2,31752.82555806382,3,8.717607686086758,1,2,60,30,5234.988219749465,0
20,59341.698130892815,4,5.388681579382442,1,1,39,37,6680.599001712409,0
4,64087.89449883203,2,10.0,1,0,46,29,7159.707068735366,0
10,63237.19466510814,1,7.124999731364974,0,4,66,32,12036.73405429069,0
10,44660.41376145965,3,7.407086343858238,0,0,47,26,5484.850232443631,0
21,1000.0,2,7.039412310909551,0,5,63,27,12010.914624580226,0
11,22471.52032681004,4,9.47997143622462,0,6,61,22,0.0,0
16,92608.13255802388,5,10.0,0,2,62,29,4238.74730587677,0
17,55612.068139298,2,8.3192477538758,0,0,35,33,9199.367904140392,0
16,40324.3364267883,6,6.232459679158365,0,0,29,33,6000.874107980218,0
7,83545.05645121925,4,10.0,3,3,47,29,14141.410583489076,0
16,16096.501028931549,1,4.476629865949663,0,2,18,21,8863.443367860848,0
3,43239.55598860977,3,5.608601923907748,0,3,48,37,6177.493102520246,0
16,54132.75215522112,1,4.224261780642973,0,3,19,39,9147.697270469926,0
8,36758.674901161125,3,6.266038286353203,0,0,44,31,12583.17452157398,0
12,53022.88468704796,1,9.00821847316739,1,0,35,28,15767.598489851249,0
3,44369.18205734705,2,6.553832712775202,0,1,34,31,13305.365478934906,0
17,8019.708566423746,1,7.117765386173755,2,2,27,24,12726.399825162956,0
21,55444.33645637168,2,7.728675981940675,0,1,42,27,17981.987203655335,0
18,10149.446254613977,6,6.542937481511071,1,0,67,24,2198.0485620168647,0
11,54968.45375290167,3,4.766595759922019,0,2,42,22,10581.87721608212,0
4,91224.07472450328,4,3.692075524768285,1,1,63,20,9238.535075669006,0
16,41569.304081718365,1,9.612907013651387,0,4,43,25,11194.496682216732,0
17,14855.506100870414,2,5.729824553959109,0,2,26,31,7847.252927825589,0
9,46190.36560385059,4,5.629075176497938,0,1,40,26,9329.050766949476,0
6,25040.86675764406,5,4.011441873807733,0,1,21,25,13367.69494582736,0
20,67835.27007894409,4,6.725236547349409,1,2,57,24,14484.559394231956,0
2,45560.33757431439,5,8.085142131767649,2,2,42,33,8821.082499476786,0
9,101292.8975499372,1,6.271468766252742,1,3,40,32,3319.176529922467,0
21,84889.68787032014,5,7.701862908388248,2,1,52,37,16048.657373499194,0
6,45407.58486555792,2,3.04764093419671,0,3,31,25,6783.690774013296,0
3,71468.27203919273,4,7.341048716730047,0,5,52,24,3721.01750835906,0
20,38202.90772511464,2,6.181892087004863,0,0,41,27,11772.209883308436,0
6,51018.706554955046,3,4.119855372730125,0,2,43,25,11925.915098853166,0
7,39156.97410949064,3,3.763180619761332,0,0,47,36,16904.504025127448,0
1,72993.67879549126,4,5.2810751930285695,1,1,43,32,8675.963563418332,0
23,92989.64830128737,5,4.571011218090369,3,2,38,32,11329.081461887286,0
1,73959.4462157343,1,7.694453298587296,0,3,39,30,11873.175605769373,0
5,77658.09803856068,5,7.870319309156618,0,0,46,43,8211.11620114827,0
6,77691.00311707187,4,7.343689141968552,1,4,40,32,8016.676096812722,0
13,66537.6776700413,6,7.7526233167989,0,2,26,33,16283.756142917617,0
2,15821.415223691962,6,3.859029370851149,0,2,39,32,7486.646350013189,0
15,101029.145582495,3,8.015988812161368,0,2,24,28,7128.359949759917,0
15,104132.32480095276,2,8.333474311987608,1,1,73,25,17029.94717095938,0
13,42983.61190059895,1,7.5478095599931265,0,2,61,31,3049.9786834009465,0
14,38879.06254351454,2,6.80377708434774,0,2,67,33,13572.619651758388,0
22,68372.34958746124,5,5.515019739755841,2,1,34,38,15410.395295214365,0
7,66524.38505550515,4,7.677332561116602,0,4,44,24,3699.658228997004,0
14,43941.61793740944,4,6.235393416482472,0,2,32,27,6661.723975556439,0
10,12499.230332371872,2,8.845620295096744,0,1,64,27,7861.812748455157,0
17,59171.03572249331,6,7.554675124800478,1,2,34,34,17456.30550332061,0
14,66543.09614526636,4,6.663627504118957,1,1,42,31,12978.039283921937,0
8,71774.63444116391,4,6.314561535893734,0,1,44,39,16303.736500568148,0
4,60478.78317062622,3,6.68279269434754,1,3,62,28,14999.511157759134,0
16,41866.54554914272,3,6.692435624004578,1,0,52,35,7388.467006515546,0
13,79820.06118518834,1,6.844322173710714,1,1,40,32,17625.001858783395,0
22,51975.45492697755,2,4.416166956603861,1,1,65,24,5435.6504038556495,0
20,36052.30956905838,4,7.477130664619239,1,6,42,33,9627.861891647146,0
18,44580.39853862837,1,7.340662086115377,1,2,58,28,9396.92216246741,0
14,1000.0,3,4.643452923897025,0,4,23,34,10604.356246729028,0
18,44532.74527464384,2,7.460483157361055,1,2,68,28,18438.69536077583,0
5,70653.09559624006,1,6.976837773750708,1,3,40,26,5575.610287125815,0
9,60193.490664176905,1,5.339650899882132,0,2,49,23,10074.262765222513,0
3,95619.92518943558,3,8.212648168959888,0,4,30,26,11038.772381166082,0
8,42110.75257952888,3,9.678179406094406,0,1,24,33,9791.58273116136,0
20,64619.39489159949,1,5.854507096985723,0,3,43,21,10373.45791286368,0
22,73782.20528917316,4,7.209863474449364,1,2,47,26,0.0,0
10,120285.71024862224,2,9.497663011227743,0,1,25,39,10120.118172243472,0
22,54342.96473352921,2,2.615068567155915,1,6,41,25,12152.05736883444,0
19,18674.3846340793,4,10.0,1,2,18,27,9196.324885251415,0
21,75437.86260065845,2,7.160689437014322,0,1,28,33,12032.25789498851,0
3,105971.82067905372,5,8.515098190420048,0,1,33,29,8566.979286423539,0
11,40323.53869320136,4,3.5958867226540154,0,1,18,29,6341.347591785536,0
11,75232.44615819247,3,4.270049104124422,0,0,48,32,8419.587476707055,0
17,86861.8416568676,2,5.070157983157542,2,2,72,32,13811.283015153396,0
16,80511.9663191046,3,4.886678711618451,0,2,54,36,6778.903333359913,0
7,53766.755674207336,5,2.338937477448831,0,4,25,26,15136.323701628586,0
4,29045.787253605617,2,4.617843452423163,0,4,39,21,17385.32809943605,0
23,47561.61355959243,1,5.337954965799621,0,2,42,27,9561.967102519902,0
19,63758.01361632892,4,4.132796229200949,1,1,42,23,1240.1920950757683,0
12,77246.67572275187,2,9.976654843274405,1,3,41,27,19407.3757352582,0
15,60018.35143997118,2,8.274909293883296,1,1,37,20,19975.001236876204,0
11,38602.76100378269,4,5.528667658727374,0,3,31,19,11600.955759280205,0
5,66661.38968449306,1,8.160610839919574,1,5,50,32,18315.34942104632,0
5,75802.55203228461,3,7.671319230814793,1,2,61,36,7580.157008191278,0
15,61388.30169243441,3,3.554266374048202,2,1,31,30,12092.553349425249,0
18,24914.38656385025,1,7.859531701217827,0,5,22,32,5856.973794492935,0
11,44557.8189584843,4,6.165715713486723,0,1,56,29,14699.919011911876,0
12,78434.623292374,2,8.381143146124174,0,5,40,29,11715.857134308517,0
2,8509.465737665785,1,4.835721057191652,0,2,18,32,4563.224380677467,1
20,1000.0,1,8.087711673862003,0,0,31,30,5403.8760600037485,0
15,95242.48550432062,3,9.102783119446734,0,2,63,19,4978.186295992847,0
20,65342.45765065639,3,7.796892127383908,0,1,38,30,12988.672932704469,0
4,68201.90007560319,6,3.416042204998805,0,1,52,32,10727.734164808686,0
22,17695.490791188317,2,10.0,1,3,18,22,11490.374018303157,0
18,72125.84190399614,3,8.18996635670505,1,4,28,31,12227.085747240311,0
6,58257.460627050925,4,6.521656608958003,0,2,60,35,11155.13496815278,0
23,2470.172664548081,2,8.246730666754218,0,2,38,29,13102.322299377907,0
19,92728.50242821572,3,10.0,0,0,52,32,10396.065254752655,0
11,54760.49970856187,5,4.173109981117394,0,0,55,25,5740.127945319292,0
2,38117.48101762193,6,9.186015002638324,0,1,39,33,3236.253945016858,0
8,38660.30762044347,2,6.667212891515855,0,0,42,29,12331.883910024742,0
11,1000.0,3,6.3653175831641935,1,2,30,34,16666.66451061861,0
5,67800.0979889409,4,6.484863956596961,0,2,18,29,9150.291815381888,0
18,57855.71621737176,2,2.8168712794677244,1,2,58,33,21813.237403391227,0
23,44177.59603000715,2,7.961024432430461,0,4,66,31,8711.39821813951,0
18,88354.55622355017,3,2.2874808575098986,0,2,30,39,21813.237403391227,0
14,8484.22943012463,1,5.954682563608033,0,1,68,21,9791.159547557734,0
22,32096.825708971544,3,5.994493170128283,0,2,52,33,15987.59493042577,0
10,24499.752357188423,1,6.23522873204413,0,1,18,41,7860.501192376885,0
3,41636.15060685341,4,2.6854994357843625,1,2,20,32,6898.733150622276,0
9,52024.10075771669,3,8.78076273905581,1,0,18,25,11401.20288372403,0
3,62900.405714340646,3,3.318761663886422,1,2,50,18,13060.38475880563,0
11,39590.79640684648,1,5.14749169120188,2,3,32,35,9695.983392777584,0
12,23679.327945353187,1,5.909753873907171,1,1,36,25,3391.8754896515693,0
12,100580.20849311331,3,6.37117547336445,0,2,34,33,12544.871516601526,0
3,120476.40845107357,7,7.762046806076685,1,2,40,35,21199.599054904866,0
21,54298.60015646076,3,7.039268035827358,1,4,49,33,10042.162423322035,0
7,27296.588989373984,2,10.0,1,0,57,37,11483.586674390705,0
14,94263.62393126884,1,7.695966123183747,0,1,30,23,1710.4853697812614,0
11,6597.286810146041,2,7.550911046597675,0,4,23,28,17240.277482062487,0
7,39956.800258855175,3,5.848486720982903,0,3,47,30,11935.97525066039,1
21,29116.488459610948,1,7.606469548890754,1,2,36,31,15249.084957911213,0
10,15213.933486485335,3,6.022974822322904,0,2,42,26,8151.320034393597,0
11,41599.27301234692,3,6.04148361936043,0,5,54,33,11131.913386410632,0
15,24074.83762478105,6,10.0,0,2,30,31,7982.04535976812,0
19,50379.63392445963,3,10.0,0,3,18,31,0.0,0
16,50815.31503017392,3,5.262467209213332,1,0,35,24,10019.683401889948,0
22,31360.04829434062,2,8.298044686839768,0,1,74,23,9991.763559174227,0
21,38884.59930218391,2,7.540455081174946,0,1,39,33,14130.123831132943,0
20,43074.53096288868,1,5.674530382628767,0,2,29,43,3275.752320865803,0
12,74295.38183358281,1,10.0,0,2,37,19,8955.319002183725,0
18,45547.11796807443,2,6.598916087158756,0,2,51,32,7196.765573754069,0
23,74741.05222358293,4,9.770105888330038,0,1,26,24,0.0,0
13,67574.38950663967,2,5.682743091917986,1,1,74,37,8445.752925658962,0
5,67145.92090702226,3,9.19970194337994,1,0,26,23,14720.142928246332,0
4,91635.3791103792,2,9.671693019337864,1,3,28,28,6462.98839007103,0
14,16418.27360762271,1,5.06029937845628,0,4,68,27,10894.624673088085,0
8,35804.506810786595,4,6.343151366001803,1,0,49,29,11621.558617578305,0
9,102898.96400898708,3,6.827029405268111,2,4,69,33,10782.771574039349,0
19,42280.50498232197,4,10.0,0,1,64,24,7345.838941660162,0
3,1000.0,3,10.0,1,1,52,29,11881.479688828183,0
5,43910.94970556344,2,6.208457703466571,0,3,18,33,9943.796345733326,0
21,54048.185904897495,3,6.23251127379473,1,0,32,30,4836.869518687707,0
18,1000.0,2,7.490329869986604,0,2,24,23,11928.828910037078,0
1,90018.06919663845,3,3.8571482277439406,0,1,33,29,14659.447088816749,0
8,28588.626084031937,1,9.544290791287752,0,4,26,27,6405.685895503419,0
19,59856.89345562547,2,5.273845019302824,0,1,28,34,12988.917479002212,0
17,43220.55363967813,3,7.194668300820773,1,2,61,30,20350.65310742552,0
17,11349.457423878754,4,9.802819110982,2,1,54,30,15609.056764303356,0
11,17884.7559609374,2,7.890547468543718,1,3,18,30,12944.227771392603,0
2,21947.51490717359,4,6.204661904668349,0,1,47,32,12065.996712375092,0
6,82570.15727550915,1,4.954549708442423,0,3,18,20,6782.427124132239,0
22,45573.85435699545,4,6.890190361277206,0,1,43,31,7038.454245064637,0
